clsprty,stfeco,gndr,agea,edulvlb,
1,6,1,29,620,
1,7,1,61,213,
1,7,1,20,213,
1,7,2,62,323,
1,9,1,25,323,
1,5,1,31,323,
2,3,2,50,323,
2,88,1,55,213,
2,8,1,28,311,
2,6,2,28,720,
2,2,2,53,313,
2,5,1,62,229,
2,6,2,20,321,
1,5,1,24,321,
1,8,2,51,229,
2,7,1,72,311,
2,7,2,31,720,
2,4,2,49,229,
2,4,1,66,213,
2,5,1,69,0,
2,5,1,60,229,
2,7,1,65,720,
2,5,2,29,313,
1,88,1,71,229,
2,7,2,83,213,
2,8,2,33,323,
1,6,1,42,620,
1,8,1,50,720,
1,7,2,31,321,
1,5,1,48,720,
2,0,2,71,229,
2,5,2,60,229,
2,6,2,83,213,
1,7,1,63,323,
8,6,1,27,720,
2,3,1,32,313,
2,7,2,42,720,
1,3,1,45,229,
1,2,1,56,323,
2,7,1,32,720,
1,5,1,81,213,
2,3,1,26,321,
1,5,2,37,313,
2,4,2,17,213,
1,4,2,81,113,
2,5,1,50,323,
2,7,1,33,620,
2,7,1,19,213,
1,8,1,53,229,
2,5,2,61,213,
1,6,1,54,323,
1,9,2,67,321,
2,7,2,38,213,
2,88,1,15,113,
2,7,2,56,229,
2,5,2,68,229,
1,5,1,45,229,
1,4,1,58,323,
1,8,2,62,229,
2,88,2,66,229,
2,3,1,43,229,
2,4,1,17,213,
2,6,2,26,720,
1,7,1,68,213,
2,88,2,40,229,
2,7,2,19,313,
1,4,2,81,213,
1,2,1,29,620,
2,7,2,60,229,
1,7,1,46,720,
2,6,2,44,720,
2,5,2,54,229,
2,9,2,35,720,
2,5,2,49,323,
2,7,2,44,720,
1,3,1,78,323,
2,7,2,20,321,
1,9,2,62,720,
1,4,2,68,229,
1,7,2,63,720,
2,5,2,58,720,
2,7,1,53,421,
2,3,1,24,421,
2,3,2,39,313,
2,5,2,73,213,
1,4,1,31,620,
2,5,1,36,321,
2,88,2,26,321,
2,3,1,44,720,
2,6,2,32,720,
1,5,1,58,323,
2,5,1,33,229,
1,8,1,21,213,
2,5,2,58,213,
2,7,2,21,313,
2,2,2,58,229,
2,9,1,68,213,
2,10,1,33,213,
2,9,2,24,313,
1,8,1,69,720,
2,4,2,37,720,
2,3,1,48,323,
1,10,2,59,213,
1,8,2,68,323,
1,7,1,48,229,
2,6,1,59,323,
2,4,2,39,720,
2,7,2,36,421,
2,2,2,70,229,
2,4,2,22,313,
1,8,1,78,229,
1,6,2,56,229,
1,6,2,22,620,
1,5,2,79,720,
2,7,1,84,213,
1,8,1,45,323,
2,3,1,53,323,
2,7,1,38,229,
2,7,2,52,229,
2,6,2,33,720,
2,5,2,28,720,
1,7,1,45,229,
1,6,2,77,229,
2,8,1,66,620,
2,7,2,38,323,
2,9,2,33,720,
2,5,1,73,229,
1,6,2,34,720,
1,8,2,71,213,
1,7,1,25,323,
2,7,1,63,213,
2,6,1,28,323,
2,6,2,44,323,
2,8,1,34,720,
7,6,2,60,7777,
2,8,2,40,720,
2,7,2,30,313,
1,6,1,31,620,
2,5,2,66,313,
1,4,2,38,313,
2,6,1,44,321,
2,0,2,55,421,
2,9,2,28,720,
2,5,1,84,213,
2,6,2,64,620,
2,3,1,29,421,
1,6,2,50,323,
2,6,1,42,720,
1,6,2,72,313,
1,7,2,48,421,
2,2,1,17,213,
2,6,2,52,323,
2,5,1,80,213,
2,7,2,17,213,
2,7,1,62,213,
2,6,1,19,213,
2,6,1,66,323,
2,5,2,58,720,
1,4,2,21,313,
2,5,1,46,213,
2,3,1,64,213,
2,7,2,62,313,
2,6,2,72,213,
2,6,1,34,229,
2,7,2,38,720,
1,8,1,44,229,
2,8,1,54,620,
2,3,2,27,720,
1,5,2,73,323,
2,4,2,45,720,
1,5,2,66,229,
2,5,1,19,213,
2,7,1,19,213,
2,6,2,39,213,
2,7,2,18,213,
2,7,2,64,229,
1,3,2,55,720,
2,88,2,49,323,
2,8,1,68,323,
7,6,1,60,213,
2,6,1,66,213,
2,7,2,52,229,
1,5,2,22,321,
2,5,1,34,213,
2,9,2,25,311,
8,8,2,63,229,
2,7,1,34,229,
2,6,2,38,720,
1,0,1,71,720,
2,7,2,34,720,
1,6,1,59,229,
2,8,2,72,213,
2,8,2,56,229,
1,5,2,55,229,
2,6,1,27,321,
1,4,2,45,421,
2,8,1,33,321,
2,4,1,61,229,
1,8,2,68,720,
2,88,2,25,620,
2,88,2,80,229,
1,5,1,54,229,
2,88,2,85,113,
2,3,2,80,229,
2,7,1,20,321,
1,6,1,21,229,
2,5,2,73,213,
2,88,2,86,213,
2,7,2,40,323,
1,8,1,84,720,
8,3,1,18,213,
2,6,2,78,213,
2,3,2,41,323,
1,7,1,34,229,
1,4,2,47,720,
1,9,1,38,720,
1,8,1,71,620,
2,5,2,76,229,
2,3,2,84,323,
2,5,1,65,321,
8,2,2,37,720,
2,7,1,23,323,
2,7,2,28,620,
1,5,2,35,720,
2,8,1,64,229,
2,7,1,60,229,
2,88,2,65,229,
2,7,1,22,313,
1,3,2,72,313,
2,6,2,41,720,
1,4,1,66,323,
1,6,2,80,620,
2,5,2,59,313,
2,5,2,33,213,
2,5,2,48,229,
2,8,1,27,213,
2,6,2,48,313,
1,6,2,67,720,
2,88,2,60,229,
1,6,1,53,229,
2,8,1,31,321,
2,7,1,23,321,
2,8,2,58,229,
2,4,2,17,213,
1,1,2,26,720,
2,5,1,75,213,
2,6,1,51,229,
2,5,2,17,213,
1,8,1,46,229,
2,7,1,19,213,
2,7,2,59,213,
1,7,1,56,229,
1,5,2,42,720,
2,88,2,63,421,
1,4,1,27,720,
2,2,2,74,213,
2,8,1,20,323,
1,6,1,61,229,
8,5,1,82,321,
1,6,1,45,229,
1,5,2,79,213,
2,7,1,76,323,
1,6,2,76,229,
2,4,2,32,321,
1,0,1,34,620,
1,8,1,49,229,
1,7,1,49,720,
1,7,1,35,720,
2,5,2,67,421,
2,6,2,67,720,
2,6,1,66,229,
2,5,2,69,229,
8,5,2,70,421,
2,5,2,73,213,
2,7,2,38,720,
2,9,2,55,323,
2,5,2,70,323,
2,3,1,60,213,
1,7,2,42,720,
1,7,1,65,229,
2,4,2,62,229,
2,7,2,67,229,
2,6,1,51,720,
1,4,1,74,229,
2,6,2,49,323,
2,6,2,32,720,
1,8,2,66,421,
2,4,2,20,313,
2,5,2,29,720,
2,7,1,33,313,
1,5,2,78,213,
1,7,2,74,213,
8,9,2,15,113,
2,7,2,50,720,
1,3,1,65,720,
2,8,2,54,720,
2,9,2,38,720,
2,7,2,36,620,
1,5,2,56,213,
2,5,2,34,313,
1,5,2,67,313,
2,8,2,19,321,
2,6,2,38,323,
2,3,2,48,229,
1,6,1,52,720,
2,10,2,85,213,
2,0,2,41,229,
2,5,2,27,620,
1,6,1,64,720,
2,88,2,59,313,
2,8,2,68,213,
1,6,2,55,321,
1,8,2,66,313,
2,7,1,20,311,
2,5,2,43,720,
2,88,1,42,229,
2,88,2,18,213,
2,8,1,60,323,
2,6,1,49,323,
8,5,2,24,321,
2,5,2,51,229,
2,8,2,34,720,
1,3,1,64,720,
2,5,1,19,213,
1,8,2,57,720,
2,8,2,28,720,
2,7,2,21,213,
2,7,2,34,323,
2,4,1,40,229,
1,8,1,33,323,
1,7,1,40,323,
1,9,1,51,323,
1,3,1,38,323,
1,6,1,50,720,
2,3,1,32,213,
2,5,1,21,313,
1,10,2,73,213,
2,5,2,16,113,
2,5,2,26,213,
2,88,2,70,229,
1,8,1,24,213,
1,6,2,73,421,
2,6,2,23,313,
1,8,1,43,323,
1,8,2,46,229,
2,6,2,35,620,
2,2,1,68,229,
1,5,2,67,321,
2,0,1,59,323,
2,7,2,25,620,
2,5,1,23,323,
2,5,1,52,323,
2,6,2,56,229,
1,9,1,69,213,
2,5,1,23,229,
1,6,1,51,229,
1,6,1,64,7777,
2,5,2,64,213,
8,5,2,55,720,
2,7,1,33,313,
1,3,2,75,213,
2,5,2,62,720,
1,5,1,57,321,
2,5,2,54,720,
2,6,2,47,323,
1,7,1,59,229,
2,4,2,61,229,
2,7,1,27,620,
1,10,1,70,229,
1,8,2,63,229,
2,8,1,52,213,
1,6,2,75,313,
2,4,2,21,311,
2,5,2,31,213,
2,7,2,62,720,
1,5,2,38,720,
2,8,1,51,229,
2,5,2,28,720,
1,5,2,63,229,
2,0,1,58,323,
1,7,1,38,720,
1,5,1,23,323,
2,6,1,47,720,
2,7,1,43,321,
1,7,2,64,323,
2,7,1,49,229,
1,7,2,73,720,
2,6,1,48,213,
1,8,1,66,213,
2,5,1,63,323,
1,5,1,63,229,
2,8,2,79,0,
1,10,2,58,323,
1,3,2,65,313,
1,7,2,35,321,
2,7,2,60,323,
1,88,2,79,213,
2,9,2,31,720,
2,6,1,20,313,
1,4,1,60,323,
2,7,1,81,229,
1,7,1,77,229,
2,0,1,57,229,
2,5,1,40,229,
1,5,2,37,229,
2,6,2,23,323,
2,4,2,45,720,
2,6,2,55,323,
2,88,2,17,213,
2,6,1,30,229,
2,9,2,29,720,
1,6,1,60,313,
2,4,2,25,720,
1,6,2,57,213,
2,9,1,47,229,
2,8,2,20,313,
2,8,2,42,720,
2,5,1,26,321,
2,88,1,15,213,
2,88,1,55,229,
1,10,2,69,311,
2,5,1,34,229,
2,9,1,33,720,
2,4,1,43,229,
2,0,2,58,213,
2,7,1,64,229,
2,1,1,59,229,
1,7,1,63,229,
2,6,2,47,323,
8,2,1,54,321,
1,7,2,48,323,
1,88,2,70,323,
1,8,1,39,323,
2,5,2,62,213,
2,8,2,62,421,
2,0,2,22,323,
2,3,1,26,323,
2,6,1,26,313,
2,7,2,36,620,
2,7,2,15,213,
1,8,2,70,213,
2,4,1,43,229,
1,8,2,62,213,
2,5,1,46,323,
2,5,1,34,720,
1,7,1,59,229,
2,8,1,34,720,
2,6,2,58,229,
2,6,2,37,421,
2,3,2,63,321,
1,5,2,48,720,
2,3,1,86,229,
1,8,2,50,421,
2,2,1,21,323,
2,4,1,37,421,
2,4,2,37,313,
2,6,2,51,720,
2,10,1,54,229,
8,9,2,51,323,
2,88,2,86,113,
2,7,2,42,313,
2,6,2,29,720,
2,4,2,64,323,
2,10,1,72,321,
1,4,2,56,720,
1,9,1,43,520,
2,4,1,22,323,
2,10,1,33,321,
2,6,2,40,720,
1,10,1,67,229,
2,9,2,16,213,
2,5,1,48,229,
2,7,2,34,620,
1,8,1,32,620,
1,8,1,22,321,
1,4,2,76,213,
2,3,2,46,620,
1,6,1,24,620,
8,4,2,42,229,
2,7,1,30,323,
2,6,2,38,323,
2,4,2,17,113,
2,6,1,68,421,
1,7,1,73,213,
1,88,2,83,720,
2,7,2,43,620,
2,6,1,31,213,
8,4,1,54,421,
1,6,2,58,323,
2,3,2,73,213,
1,7,1,20,213,
2,9,1,36,229,
1,4,1,33,421,
1,10,2,74,323,
2,88,1,26,620,
2,5,1,27,323,
1,7,1,59,229,
2,6,1,39,720,
2,7,2,30,313,
1,3,1,15,213,
2,7,1,69,800,
2,2,1,56,321,
2,3,2,46,720,
2,5,2,16,213,
2,4,2,57,720,
2,1,2,38,720,
2,6,1,17,213,
1,3,2,35,720,
2,5,2,52,229,
2,5,2,70,720,
2,7,2,54,229,
2,5,1,34,313,
2,5,2,54,229,
1,88,1,16,213,
2,8,2,40,421,
2,1,1,60,321,
2,7,2,39,321,
2,2,1,31,720,
1,7,2,25,720,
2,5,1,82,313,
2,8,1,66,321,
1,6,2,61,720,
2,9,1,66,213,
2,8,2,25,213,
2,4,1,71,323,
2,2,1,45,229,
2,7,1,52,229,
2,5,2,51,213,
2,1,1,42,720,
1,7,2,24,313,
2,6,2,43,520,
2,1,1,69,229,
1,8,1,30,323,
2,6,1,17,213,
8,0,1,39,313,
2,8,1,35,323,
1,3,2,82,213,
2,6,2,33,720,
2,6,2,60,620,
2,8,2,63,323,
2,88,2,47,7777,
1,8,1,31,720,
1,2,2,59,720,
2,6,1,28,720,
1,7,1,54,229,
2,7,2,44,720,
8,7,2,42,421,
2,6,2,65,7777,
2,6,1,62,229,
2,5,1,30,720,
2,5,1,62,229,
2,5,1,24,323,
2,6,1,19,213,
2,6,2,40,421,
2,6,2,18,213,
1,8,2,63,229,
1,8,1,56,323,
2,7,2,31,720,
2,5,1,45,229,
2,4,2,82,113,
2,8,2,73,421,
2,6,2,17,213,
2,8,2,31,321,
2,2,2,29,421,
1,9,2,26,720,
2,7,2,60,323,
2,5,1,46,323,
1,5,2,82,311,
1,0,1,57,323,
2,5,2,17,213,
1,6,1,47,323,
1,6,2,31,313,
1,5,2,67,313,
1,5,2,64,323,
2,5,1,17,213,
2,8,2,26,313,
2,8,2,44,229,
2,6,1,43,620,
2,8,2,37,720,
2,7,2,18,213,
1,4,1,62,321,
7,5,2,51,720,
1,8,1,48,720,
2,6,2,24,313,
8,7,1,48,7777,
2,8,1,23,323,
2,7,2,39,720,
8,7,2,78,213,
1,6,2,61,520,
2,7,2,38,323,
1,10,1,64,229,
1,6,1,57,229,
2,5,2,52,421,
2,88,1,23,213,
2,7,2,25,620,
8,4,2,87,421,
2,1,2,71,313,
1,7,1,62,323,
8,7,1,44,229,
2,8,2,29,311,
1,6,2,34,720,
2,5,2,17,213,
2,4,2,72,720,
2,5,2,69,720,
1,4,2,55,421,
2,88,2,55,229,
2,6,2,69,323,
1,7,2,63,321,
2,88,2,16,213,
2,3,2,31,321,
2,5,2,69,720,
2,8,2,37,620,
1,2,2,41,620,
1,5,1,77,321,
2,7,2,38,720,
1,6,1,68,229,
1,7,2,55,311,
2,5,1,59,229,
2,4,2,62,720,
1,0,2,56,229,
1,5,1,19,213,
2,5,1,41,229,
2,4,1,28,321,
1,5,1,23,8888,
1,5,2,31,720,
2,5,1,16,213,
1,4,1,41,323,
2,8,1,34,620,
2,7,2,34,620,
2,5,1,82,323,
2,5,2,64,323,
1,8,1,68,620,
2,5,1,37,323,
2,8,1,47,229,
2,7,1,47,323,
2,5,1,19,313,
2,0,1,84,213,
2,4,1,48,323,
2,6,1,31,620,
2,3,1,69,213,
2,5,1,46,229,
2,0,2,56,229,
1,7,2,65,213,
2,8,1,22,323,
2,5,2,45,313,
1,5,1,39,720,
2,6,2,47,213,
2,5,1,53,323,
7,5,2,51,213,
2,9,1,48,720,
2,4,1,18,213,
1,8,1,63,720,
2,5,1,20,323,
2,8,1,62,620,
1,7,1,51,229,
2,5,2,23,421,
2,6,1,37,323,
1,7,2,66,229,
2,6,1,23,321,
2,5,2,15,113,
1,88,2,30,321,
2,88,2,31,720,
1,9,1,30,323,
1,5,1,71,229,
2,4,1,35,720,
2,88,1,65,213,
2,5,1,45,229,
2,7,1,36,421,
2,5,1,67,229,
2,3,2,51,720,
1,10,1,84,323,
1,7,2,62,213,
2,7,1,23,323,
2,5,2,20,213,
1,8,1,39,720,
1,7,1,18,213,
2,5,2,30,323,
2,6,1,61,213,
1,4,1,27,321,
2,5,1,36,311,
1,6,1,17,213,
1,6,1,54,321,
1,9,1,73,720,
1,6,1,60,229,
2,9,1,16,213,
1,7,2,62,323,
8,2,2,80,421,
1,7,1,34,321,
2,7,1,68,323,
2,6,1,61,620,
2,7,2,21,313,
2,6,2,75,229,
2,7,1,47,213,
2,6,1,38,720,
2,5,1,29,323,
1,5,1,42,421,
1,7,2,41,720,
2,88,1,17,213,
2,7,2,72,213,
2,6,1,40,213,
2,7,2,38,229,
1,0,2,52,229,
8,88,2,71,229,
2,6,2,69,313,
1,7,1,70,323,
2,5,2,76,213,
2,4,1,36,229,
2,6,2,48,313,
8,3,2,56,421,
1,8,2,48,720,
2,7,2,44,323,
1,2,1,51,311,
2,8,1,16,213,
1,8,1,69,720,
1,7,1,82,720,
2,8,1,68,720,
1,5,2,33,323,
2,5,2,57,323,
2,3,1,26,313,
2,6,2,75,213,
1,4,2,77,313,
1,8,2,63,421,
2,5,2,65,213,
2,6,1,37,421,
2,6,2,44,323,
2,8,2,59,620,
2,5,1,43,229,
1,5,2,53,213,
1,5,1,49,229,
1,10,2,42,720,
1,4,2,32,720,
2,3,2,40,311,
1,9,2,30,720,
1,6,1,25,323,
2,9,2,64,720,
2,5,1,35,229,
2,7,2,36,720,
2,5,2,72,323,
2,7,1,40,229,
1,4,2,65,311,
2,3,2,38,720,
2,3,2,79,520,
1,7,2,27,313,
2,6,1,75,229,
1,0,1,71,620,
1,9,1,34,720,
2,5,1,18,213,
2,6,2,42,720,
2,88,2,16,0,
1,7,2,62,323,
2,88,2,24,313,
2,5,1,39,229,
2,3,1,64,620,
1,4,2,56,720,
2,5,1,23,213,
2,3,1,51,323,
1,8,2,40,620,
1,8,1,70,313,
2,8,1,60,620,
2,7,2,50,323,
2,2,2,33,720,
2,7,1,42,720,
2,5,1,56,323,
2,5,2,57,213,
2,7,2,64,720,
2,88,2,57,321,
2,6,2,35,321,
8,4,2,53,323,
1,7,2,61,229,
1,7,1,81,720,
2,5,1,52,321,
2,6,2,30,323,
2,6,1,57,323,
2,8,1,61,229,
1,7,1,71,323,
2,7,2,27,323,
2,5,1,52,229,
2,5,1,37,321,
1,5,2,34,229,
2,4,2,64,229,
1,6,2,62,421,
2,3,2,77,311,
2,5,2,85,113,
1,4,2,27,720,
1,7,1,55,720,
2,4,1,23,313,
2,7,2,61,720,
1,7,2,85,213,
1,7,1,70,323,
2,5,2,77,213,
2,88,2,36,213,
1,0,1,31,720,
2,7,1,20,213,
2,88,2,57,229,
2,5,1,37,720,
1,7,2,24,720,
1,8,1,75,213,
2,3,1,63,229,
2,8,2,24,213,
2,6,2,60,229,
2,5,1,37,313,
2,5,1,32,323,
2,8,1,47,229,
1,5,2,28,720,
2,6,2,31,321,
2,6,1,80,620,
2,8,1,52,229,
2,5,1,24,620,
2,6,1,16,213,
2,5,2,70,321,
2,7,1,23,311,
1,5,1,62,229,
1,5,2,55,311,
2,5,2,22,313,
2,5,2,30,421,
2,8,2,69,213,
1,3,2,24,620,
1,88,2,27,421,
2,5,2,15,113,
2,88,2,62,421,
2,5,2,80,7777,
2,7,1,22,323,
2,2,2,44,720,
1,8,2,83,213,
1,8,1,21,313,
1,7,2,78,313,
2,5,1,85,213,
2,4,1,61,213,
2,7,2,25,311,
2,5,1,80,620,
1,8,1,63,229,
1,7,1,60,229,
2,8,2,36,720,
2,6,1,35,229,
1,6,1,46,620,
2,6,1,50,213,
2,88,1,16,213,
2,5,2,20,321,
1,2,1,60,229,
1,1,1,83,800,
1,4,1,84,720,
1,10,1,66,321,
1,3,1,34,323,
2,5,2,40,321,
2,4,1,24,323,
2,5,2,84,213,
2,5,2,68,229,
1,6,2,69,213,
2,7,2,39,720,
2,9,1,67,229,
2,8,2,16,213,
1,10,2,71,213,
2,6,2,25,720,
1,10,1,72,720,
1,7,1,57,321,
1,6,2,77,421,
2,7,2,53,313,
2,6,2,18,213,
2,5,1,30,323,
1,6,1,62,229,
1,6,2,48,229,
2,1,1,31,313,
1,8,1,36,229,
8,7,2,71,323,
2,5,2,27,620,
2,5,2,39,620,
2,7,1,27,313,
2,0,1,42,229,
2,7,2,47,421,
1,6,2,18,213,
2,0,2,44,720,
1,9,2,39,323,
2,4,2,34,720,
2,6,2,34,321,
1,10,1,78,229,
1,8,1,70,229,
2,6,1,68,229,
1,10,1,59,229,
2,4,2,23,321,
1,8,2,84,213,
2,8,1,66,323,
1,2,1,21,323,
8,6,2,65,321,
2,7,2,25,213,
8,5,2,45,720,
2,8,2,37,7777,
2,2,2,39,323,
2,7,2,47,229,
2,8,1,25,323,
2,3,1,25,321,
2,8,2,19,313,
8,8,2,23,323,
1,7,2,29,720,
1,8,1,52,229,
2,88,1,15,113,
2,5,1,43,229,
2,5,2,20,313,
1,8,1,46,229,
1,7,2,67,323,
2,2,2,42,323,
1,7,2,50,323,
2,5,2,15,213,
2,3,2,75,720,
1,3,1,72,720,
1,7,1,70,323,
2,9,2,34,720,
2,4,1,65,229,
2,5,2,58,213,
2,7,2,67,421,
2,7,1,84,323,
1,5,1,39,229,
1,9,1,37,229,
2,6,2,82,213,
2,6,1,42,620,
1,3,1,39,720,
2,7,1,41,323,
1,9,2,39,313,
2,7,1,63,229,
2,5,1,21,313,
2,88,1,68,720,
1,7,2,54,229,
2,3,2,69,213,
2,3,1,17,213,
8,5,1,25,321,
2,5,1,66,229,
2,5,2,22,313,
2,6,1,37,323,
8,2,1,32,321,
2,88,2,20,213,
2,88,2,51,421,
1,3,1,16,213,
1,5,2,72,229,
1,7,2,49,321,
2,6,2,67,720,
2,5,1,44,229,
1,5,2,38,720,
2,7,2,35,720,
2,7,2,42,720,
1,9,2,69,229,
8,88,2,81,213,
2,5,1,55,229,
1,7,1,82,213,
2,6,2,52,213,
2,6,2,45,229,
2,5,2,42,229,
2,1,1,26,313,
2,9,2,66,229,
2,0,1,42,323,
2,88,2,46,213,
1,5,1,73,720,
8,4,1,66,229,
2,7,1,17,213,
1,8,1,63,323,
2,5,2,24,720,
2,1,1,29,620,
2,5,2,20,421,
2,8,1,18,213,
2,6,1,30,720,
2,88,2,16,213,
1,6,1,60,229,
1,4,2,40,323,
2,3,2,46,229,
2,4,2,61,620,
2,5,1,30,323,
2,4,2,68,213,
2,2,1,18,213,
1,8,2,65,321,
1,7,2,41,720,
2,9,1,35,720,
2,8,2,22,313,
2,3,2,41,313,
2,5,2,37,229,
2,7,1,39,720,
2,7,1,41,229,
1,7,2,60,323,
1,6,1,78,720,
2,7,1,63,229,
2,6,2,26,323,
2,6,1,74,323,
2,4,1,68,229,
2,88,2,43,229,
1,8,2,40,229,
1,6,1,57,323,
2,5,1,75,213,
2,88,2,33,321,
2,3,1,43,321,
2,7,1,41,229,
2,10,1,32,720,
2,88,2,86,229,
1,5,2,43,321,
2,8,2,18,213,
7,5,2,58,213,
2,1,2,66,213,
1,5,1,56,229,
2,5,2,60,720,
2,7,2,18,213,
1,4,2,43,720,
2,7,1,42,720,
2,5,1,50,229,
2,6,2,31,323,
2,3,2,45,313,
2,7,2,49,313,
1,5,1,42,421,
1,6,2,80,229,
2,5,1,16,213,
2,8,1,56,323,
1,6,2,80,321,
2,88,2,80,113,
1,7,1,40,229,
2,6,1,15,213,
1,88,1,16,213,
1,5,1,61,720,
1,6,2,61,229,
1,5,2,31,620,
2,8,2,68,213,
2,6,2,76,213,
1,7,2,17,213,
1,6,1,44,323,
2,8,1,48,323,
2,5,2,29,720,
2,6,1,58,229,
1,5,1,61,229,
2,6,2,20,313,
2,88,1,16,213,
2,6,1,35,323,
8,2,1,35,323,
2,7,1,19,213,
1,5,2,60,229,
1,5,1,71,720,
2,88,2,70,229,
2,7,2,55,229,
2,5,1,61,321,
1,6,1,61,229,
2,88,2,62,313,
2,5,2,70,720,
2,4,1,28,321,
1,5,2,58,229,
2,5,1,52,620,
1,7,2,49,229,
2,10,2,38,323,
1,4,2,65,720,
1,5,2,69,313,
2,8,1,75,323,
1,6,1,35,620,
2,4,2,36,229,
2,6,2,23,323,
1,5,1,49,323,
1,7,2,60,720,
2,7,1,82,229,
2,8,2,71,213,
1,3,2,44,720,
1,8,2,67,213,
1,7,2,55,229,
2,7,2,39,323,
2,7,2,64,323,
2,8,1,40,213,
1,7,2,44,229,
8,8,2,56,213,
2,5,1,27,720,
2,5,2,66,213,
2,6,2,31,720,
2,3,2,52,229,
2,7,2,58,311,
2,5,1,34,620,
1,7,1,37,321,
1,5,1,47,313,
1,5,1,70,323,
2,8,2,32,720,
2,9,2,80,213,
2,6,1,24,313,
2,8,2,45,313,
2,88,1,68,229,
7,5,1,44,229,
2,88,1,71,213,
2,5,2,18,213,
8,4,1,63,720,
1,8,1,24,321,
2,7,2,18,213,
2,7,2,22,313,
2,7,2,41,313,
2,5,2,41,720,
8,7,2,72,323,
1,8,1,81,229,
2,5,2,39,421,
2,5,1,45,229,
1,6,2,83,229,
2,7,2,35,313,
1,5,1,49,323,
2,8,1,43,229,
2,7,2,42,720,
1,6,1,29,321,
2,4,2,28,323,
2,3,1,39,229,
1,8,2,66,321,
2,88,2,16,213,
2,7,2,72,313,
2,9,2,40,620,
2,2,2,30,421,
2,7,2,47,229,
2,6,1,26,313,
2,5,2,65,620,
2,5,1,59,421,
8,2,2,64,213,
2,5,2,32,229,
1,9,1,46,720,
8,7,2,52,720,
2,5,2,61,313,
2,7,1,35,720,
1,6,1,44,720,
1,7,1,54,720,
2,8,1,25,620,
2,7,1,53,323,
2,7,2,33,720,
1,5,2,53,620,
1,8,2,47,229,
1,6,2,80,229,
2,7,1,54,229,
2,5,1,35,229,
2,7,2,38,313,
2,6,1,34,720,
2,2,2,60,213,
1,10,2,59,321,
2,8,2,61,321,
1,7,1,62,421,
2,5,1,19,213,
1,6,2,70,313,
2,10,1,80,229,
2,4,2,19,311,
2,4,2,29,321,
1,6,2,33,720,
2,7,2,56,421,
1,7,1,55,620,
2,6,2,42,7777,
1,1,2,66,323,
2,5,2,82,213,
2,88,1,77,720,
2,5,2,23,321,
2,5,2,81,213,
2,8,2,38,720,
2,5,2,21,321,
2,8,1,39,323,
2,3,1,41,229,
2,4,1,64,229,
1,9,1,62,720,
1,0,1,70,720,
2,5,1,67,213,
1,5,1,56,720,
2,2,2,67,321,
2,6,1,19,213,
1,10,1,17,213,
1,5,2,83,0,
2,7,1,34,323,
2,7,1,23,213,
2,6,2,49,229,
1,8,1,49,720,
2,7,2,26,720,
2,4,2,61,323,
2,1,1,36,229,
1,7,1,77,213,
1,8,2,66,323,
2,5,1,77,213,
2,5,2,33,720,
1,5,1,76,323,
2,7,1,18,213,
7,5,2,67,720,
1,8,2,65,720,
1,3,1,33,229,
2,5,2,35,421,
2,6,1,53,321,
2,7,1,44,720,
8,6,2,52,720,
2,5,2,70,213,
1,3,2,43,720,
2,7,2,15,213,
2,5,2,41,421,
1,7,2,53,313,
2,5,1,57,229,
2,6,2,65,421,
2,4,2,27,620,
1,7,1,59,323,
2,5,1,31,323,
2,5,2,61,323,
1,6,1,38,323,
2,8,2,41,620,
1,5,1,64,229,
1,2,1,66,229,
2,10,1,40,323,
2,77,2,76,213,
2,6,2,23,620,
8,6,2,20,321,
2,4,2,80,213,
1,5,1,65,229,
2,7,2,27,313,
2,7,2,62,229,
2,6,2,37,720,
1,4,1,34,720,
2,6,1,22,213,
1,8,2,67,720,
2,8,1,78,213,
2,5,2,35,720,
1,9,2,78,213,
2,7,1,47,323,
1,8,1,28,323,
2,5,2,69,213,
2,10,1,28,321,
2,5,2,27,620,
1,6,2,74,313,
2,7,2,40,720,
2,7,2,30,720,
1,5,1,26,620,
2,0,2,24,323,
2,6,2,83,0,
1,5,2,66,313,
2,6,2,57,229,
1,3,2,77,229,
2,5,1,39,323,
2,8,1,39,229,
2,8,2,27,720,
8,88,2,68,229,
1,6,2,81,213,
2,6,1,44,323,
1,5,2,63,229,
2,7,2,50,421,
2,3,2,26,720,
2,7,1,38,720,
7,4,1,31,7777,
1,5,1,53,229,
1,0,1,75,229,
2,5,2,31,720,
2,6,1,31,321,
1,8,2,63,720,
2,7,1,34,213,
2,5,1,86,213,
1,6,1,74,213,
1,8,1,67,213,
2,8,2,71,229,
2,7,1,35,720,
2,7,1,26,323,
2,5,2,49,313,
2,8,1,15,213,
2,6,1,65,213,
1,8,2,65,311,
2,8,1,72,213,
2,9,1,71,323,
2,5,1,40,229,
8,2,1,28,313,
2,5,2,18,213,
1,7,2,54,229,
2,7,2,66,421,
1,6,1,45,720,
8,9,2,66,421,
1,8,1,41,620,
1,7,1,52,213,
1,6,2,48,229,
2,6,2,63,229,
1,6,1,38,321,
2,9,1,73,213,
2,2,1,36,229,
2,2,1,21,421,
2,2,2,60,720,
1,1,2,62,323,
2,10,1,26,421,
1,3,2,66,421,
1,6,2,64,229,
2,6,2,16,213,
2,4,2,34,720,
1,7,2,34,720,
1,6,2,22,323,
1,10,1,19,321,
